Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Self-harm,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,Drug Use Disorders,Alcohol Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Poisonings,"Fire, Heat, and Hot Substances",Acute Hepatitis
4,19,11,1,0,34,18,7,4,8,720,50,92,97,4,434,233,80,0,559,42,106,133,4,4,0,2,0,6,25,2
0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,3,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0
2,41,10,12,0,24,109,6,83,14,400,99,60,24,11,259,132,99,11,73,65,58,92,1,10,0,0,0,1,4,0
1988,1666,455,3659,4669,2627,745,3048,1511,2340,60011,15595,34870,1509,24614,9880,1310,3023,3555,7178,7349,3592,5393,153,79,8,68,5026,979,1866,3326
73,1055,189,314,1,267,2849,59,731,118,6756,2060,1114,474,594,4201,1219,2323,313,1487,1055,1091,1878,6,836,3,5,0,13,47,6
445,8841,1969,55,0,1790,1461,83,18,1916,200393,6669,3685,7433,89,86706,6165,4480,38,8526,13644,6888,14964,271,3194,2,343,4,957,758,14
17879,3896,843,17795,21828,2449,6456,10692,53142,44485,61526,64073,98217,5408,64467,30352,10115,8157,17252,9408,12481,17856,28087,163,553,0,792,1287,3011,2244,1949
2,17,4,5,0,7,4,1,6,1,319,57,20,5,4,130,54,26,4,12,17,15,32,0,2,0,0,0,2,3,1
33,5214,1130,104,0,106,118,5,22,118,38204,2687,125,1416,508,23693,2005,1338,82,478,3769,1004,3156,273,436,0,74,0,30,99,3
2992,669,189,1079,7645,351,128,1542,3275,4313,11096,9075,10725,794,10579,4890,1596,1745,1038,1548,2031,1923,3464,11,60,28,64,83,232,274,118
3513,4901,1344,2123,11914,4278,767,1911,16474,23981,119782,31004,25192,2258,12644,43614,18131,10376,1874,8034,41529,18571,25082,186,394,24,16,267,1424,365,387
1,7,3,1,0,4,5,0,2,3,113,11,4,37,1,145,5,7,1,2,30,9,23,2,9,0,2,0,1,2,0
140,30,8,357,9,29,92,137,1038,467,759,702,775,52,384,443,118,83,350,129,103,149,245,2,7,0,8,9,18,23,14
26,807,165,12,0,69,74,8,61,34,11179,970,183,483,12,6833,440,315,7,734,1557,196,754,27,34,4,6,0,8,35,2
4934,635,172,4068,24087,553,910,1301,18445,5371,10266,18968,13125,763,22564,4661,1553,1417,3906,2585,1764,2428,4040,17,77,0,84,0,374,414,311
10,695,143,3,0,31,35,0,3,23,6987,671,36,638,5,5301,529,148,1,298,677,799,1306,22,135,1,30,0,11,14,1
2795,5342,1178,2404,51,1639,20303,1760,217917,28083,83678,33348,22904,7539,18146,50303,25947,11065,2339,19198,18968,6124,13691,175,544,66,468,21,540,2176,138
163,5484,1292,1257,34,698,1148,679,2404,2338,25939,17877,5569,985,1199,29424,4294,7190,1132,4895,6973,6067,10463,167,274,77,64,9,148,263,30
9325,3489,717,11880,71343,2714,2642,12497,28007,54958,78068,54066,51880,5064,56518,30061,9597,6962,11489,28623,18705,12894,22449,148,561,0,337,2830,1367,1514,1263
43,769,139,121,0,144,771,62,487,217,4407,789,401,192,212,3109,871,843,113,526,668,403,759,12,26,5,2,0,12,22,2
26506,1872,641,44322,6342,3475,7398,16205,66627,82339,64609,106285,98805,6111,119343,29930,10911,8309,42290,11674,14006,17784,28576,130,595,27,806,446,4094,2555,2256
4,35,10,5,0,23,55,3,227,7,571,72,34,8,4,346,95,61,5,77,32,42,80,2,12,1,1,0,1,10,0
14,230,51,25,0,52,431,10,260,22,3237,246,197,172,25,1534,1368,389,24,249,206,159,406,8,28,0,1,0,2,23,1
91,2786,646,117,0,152,316,14,1130,484,43336,4934,327,1431,25,24954,3790,2064,97,2730,5319,3064,5254,97,101,10,36,0,38,171,30
7,71,23,51,122,72,184,22,198,70,2221,254,229,262,64,693,487,271,44,149,111,231,364,1,24,0,4,0,2,17,2
552,9633,2397,1417,4,695,2340,438,1714,796,89122,26764,5055,4549,649,72954,9193,12992,1349,6202,16506,6720,14143,54,843,11,54,0,296,718,39
19,385,85,1,0,31,61,3,58,118,5536,1582,82,479,24,3992,327,269,0,278,853,201,419,5,7,0,2,0,5,12,1
12151,317,87,5320,17205,795,935,2050,1913,6121,8238,26820,15166,435,38202,2851,818,1163,5211,1718,1985,1870,3494,6,51,0,89,15,352,500,314
3,130,31,1,0,14,31,1,2,7,2878,61,80,108,1,1115,103,87,1,63,63,42,124,1,8,0,6,0,4,13,0
0,13,2,0,0,0,0,0,1,0,78,6,1,3,0,88,4,3,0,3,7,6,11,0,0,0,0,0,0,0,0
30,174,43,38,0,59,147,10,510,30,3726,294,276,181,37,1367,1306,286,34,208,217,151,371,3,14,0,1,0,4,20,2
34,977,177,4,0,410,347,5,60,345,20968,537,79,1640,6,7965,235,234,2,832,1062,803,1533,77,542,1,285,0,168,161,2
119,6948,1816,257,0,372,560,25,1285,192,76928,7465,1155,4366,89,58360,5414,3280,192,3801,10835,3390,7890,650,780,8,147,1,172,399,15
212,36488,6372,550,0,424,626,28,964,452,212473,9235,1104,4442,444,177251,19277,12236,387,6633,27110,13231,26522,544,332,20,173,1,96,454,98
10,53,19,67,71,66,186,29,315,87,1991,258,323,247,93,604,500,177,60,155,97,218,340,1,22,34,3,0,2,19,2
4970,22925,4345,12628,1779,8819,57844,2255,14524,8323,295292,53538,63291,10796,18454,162732,36766,23306,11838,42084,56021,28376,52152,282,6709,150,99,0,260,2089,335
4547,933,199,7324,31997,732,785,1360,50982,18671,18078,18747,25978,1198,18084,7280,2506,1766,7105,3361,2991,2040,4449,33,134,79,124,0,517,566,641
262,5397,1024,524,7,1833,1097,98,40,4927,70511,3723,1479,8176,456,63742,10024,3413,359,13664,13372,14497,20044,257,1490,607,317,1,552,769,95
3002,601,151,8179,10767,484,473,2647,1392,10237,25124,15551,13659,1098,21788,7419,1943,1360,7967,2350,4842,3527,5234,27,109,4,118,0,349,374,204
169,15629,3056,118,0,862,629,14,140,606,160958,11241,733,6949,271,112543,7365,4142,97,4166,10423,8421,17383,172,4309,0,381,0,230,592,11
207,39890,6950,649,0,407,561,28,804,431,213028,10085,963,4501,722,181479,19920,13674,462,5847,27729,12570,26852,482,342,33,163,1,89,476,94
144,599,177,223,4,221,2654,360,150,509,7997,1017,2353,191,1620,4009,551,1486,205,1043,2050,1740,3681,54,239,0,4,56,49,154,25
1126,124656,26123,4538,0,3669,17224,1050,8428,862,830800,69967,12602,42805,11327,659516,68571,86464,4192,40383,187463,57598,111120,34070,12227,828,1208,489,1477,3714,124
331,260,64,192,602,51,184,576,22,603,3307,2087,2529,134,2502,1613,509,516,182,840,477,564,961,4,15,0,13,2,34,56,32
42,834,265,13,0,65,110,8,49,60,13653,718,499,442,41,8083,1049,1024,7,589,1438,462,1065,47,55,0,10,109,9,39,16
240,1012,530,47,0,1728,893,220,523,2792,105614,13157,7118,3473,203,18623,6616,3447,8,4696,3390,11338,13119,159,126,3,195,2,367,706,183
222,45209,12257,874,0,480,615,33,467,444,349510,23986,1328,11613,4587,262849,21307,35136,691,4343,44334,20308,47368,1561,6410,7,148,39,99,691,35
1196,1313,410,2671,54,1825,491,2199,1629,8499,27800,15687,17451,2743,9561,12327,1547,2466,2314,2020,25547,5879,8517,20,156,69,195,1610,566,157,856
100,34,9,168,154,20,36,56,0,433,764,717,720,31,614,318,96,74,160,122,144,107,206,1,3,0,5,0,13,15,10
6,15,5,4,0,6,2,2,2,6,164,35,19,5,3,116,71,29,4,10,42,19,37,0,1,9,0,0,1,3,5
11,7,5,14,0,6,5,8,2,71,338,35,47,30,45,122,129,35,13,21,72,27,52,1,1,0,1,0,2,1,3
171,1506,509,65,0,719,407,271,622,1427,41019,4342,1552,1574,331,10814,2476,6052,60,19526,3431,3276,4233,140,85,23,10,323,231,702,60
13254,13307,3801,18238,3405,8973,3617,16696,999,117608,366292,67942,88702,7566,91996,130040,45487,28605,16975,50003,78156,69020,98675,371,491,106,111,1196,865,1904,8643
47,73,55,6,0,162,121,9,126,101,5358,429,150,610,44,3274,784,933,3,3453,1226,301,455,672,59,0,11,0,39,168,49
15,117,27,10,0,48,23,14,2,19,3313,337,265,156,42,753,337,400,9,187,440,316,422,1,73,2,1,0,2,56,1
1,16,4,3,0,8,6,1,7,1,228,48,13,5,2,149,65,35,2,9,18,15,31,1,3,0,0,0,0,2,0
7,116,22,0,0,25,30,10,1,34,1822,180,175,62,2,604,210,189,0,394,99,76,125,9,5,2,2,9,17,10,3
8,12,4,4,0,6,2,3,1,6,157,36,22,5,4,112,66,27,4,11,45,19,38,0,1,0,0,0,2,3,6
1375,4153,1336,1067,0,1114,258,1295,108,1225,171454,32506,20907,2043,16373,30113,9092,12169,946,24356,16092,41259,45948,33,96,0,53,6,182,1340,2047
41,3885,933,117,0,122,208,3,914,294,35771,5720,197,1406,73,27265,4022,3416,96,1684,5928,2489,4832,34,184,0,38,0,21,158,5
30,5584,1383,7,0,382,144,5,50,137,47176,4615,177,520,38,32688,1283,3844,3,1234,5740,1274,3627,195,40,7,21,0,20,96,47
17,1242,238,90,0,44,784,11,583,31,8248,1299,272,294,70,5633,2903,1257,83,577,1525,1026,1604,235,168,1,3,4,7,39,7
5,337,153,1,0,22,48,2,2,41,12681,163,128,204,7,4863,978,323,0,175,598,291,538,12,25,1,5,0,9,13,1
211,127,37,217,0,114,717,192,13247,3072,4120,2129,1331,734,1692,2113,1204,531,211,914,1200,381,856,6,33,0,27,0,49,125,27
1714,37893,8735,396,0,9649,27111,286,15936,14220,1062214,39050,7169,47740,514,290925,12132,10122,203,28647,38402,50989,93597,9125,28955,197,13143,1347,7470,9054,75
801,733,161,3044,6302,998,352,1745,147,1171,30440,9766,25379,748,18783,5642,692,1363,2969,8202,3689,1865,3231,70,43,70,31,8,406,793,1112
2221,6603,1300,2101,464,1511,19122,1379,143851,19785,82661,28941,17138,7864,13500,54803,27471,12353,2037,19239,17827,5824,13356,115,582,68,421,38,511,2179,124
1125,12485,2605,738,124,5290,5266,459,16590,8112,86890,17524,3339,7039,5128,85440,12370,18294,676,20110,21705,15293,25136,347,616,18,37,530,219,706,257
11265,156132,48660,12952,46,94274,27976,7814,12183,96347,3244006,236188,136597,171193,22164,2010015,117231,133206,10418,312967,1310929,175987,312770,18858,17825,1094,5962,2,25301,11998,8001
1,160,47,6,0,3,6,0,3,2,1263,117,6,60,14,1164,61,90,5,36,191,88,193,15,22,0,1,0,1,3,0
28426,7362,2673,16083,12030,5766,9548,16287,484,85978,219882,86258,233324,10091,125230,91579,18020,20496,11032,10844,74779,29967,45612,358,1196,155,372,477,2192,2409,11089
3,22,9,4,0,13,11,1,6,14,465,59,21,23,11,130,108,54,4,29,101,26,49,1,2,0,1,0,1,2,1
23,1093,279,110,0,96,155,12,180,69,10693,1387,300,608,115,9064,748,732,84,546,1926,480,1413,9,81,1,10,0,16,68,1
4542,1049,279,3879,29054,602,806,1263,23218,10967,24687,15544,19169,1307,10115,11275,3602,2848,3746,3851,4011,5254,7915,32,142,0,114,7,366,502,291
478,22905,5218,163,0,338,461,62,268,554,239565,48783,2060,5891,804,166014,6714,4653,87,4234,40522,7712,26308,1975,995,16,224,14,240,576,22
48,42,14,19,28,29,8,46,22,170,859,249,498,36,176,309,81,95,13,68,425,146,246,1,5,0,2,0,3,9,18
314,70,25,129,393,66,175,169,1219,776,2100,1218,1732,155,1512,900,301,278,121,484,374,427,715,3,14,0,16,0,37,50,38
76,50,16,98,9,54,227,26,3667,669,1457,732,453,227,512,942,650,257,97,393,314,185,339,4,10,0,11,0,22,53,7
74,1094,202,323,1,272,3015,64,759,116,7091,2110,1037,491,537,4408,1342,2586,321,1524,1106,1128,1924,6,884,2,5,0,12,47,7
1,4,2,2,0,4,4,1,0,1,91,11,10,3,3,45,32,16,2,6,21,6,11,0,1,0,1,0,0,0,0
114,4609,1292,555,0,357,795,50,503,451,29266,4512,617,1995,441,30748,3708,4893,530,2314,6195,5054,8230,69,517,0,38,0,38,339,5
2564,26077,6912,623,0,19098,56102,819,5225,16848,1137879,30606,12045,73110,1732,335217,11517,11879,306,47191,69997,25602,60310,7142,44435,151,24246,147,12105,11030,163
257,1408,394,97,0,151,278,57,15,82,41409,2463,1416,305,124,8168,1661,2441,71,1794,3014,1899,2430,135,59,0,22,54433,78,153,12
830,155,41,835,4183,184,221,567,1415,1723,3585,4177,5166,229,7449,1480,352,474,808,925,762,747,1228,5,23,0,23,48,78,108,111
52,627,100,14,0,93,113,27,48,59,6975,567,944,221,93,2901,410,695,12,1591,659,470,728,89,14,0,4,1,50,110,32
5,21,4,15,1,17,20,2,32,14,256,72,76,12,19,111,51,28,14,52,28,24,43,0,3,0,0,7,3,4,1
3,14,7,1,0,19,7,5,2,6,567,32,81,45,3,277,165,57,0,327,33,71,87,2,2,0,2,0,2,15,1
27,1157,168,2,0,215,240,10,169,264,25116,1046,194,688,9,6896,303,269,1,464,1017,3244,4097,29,487,0,269,0,224,123,1
2,16,4,4,0,5,5,1,5,6,254,28,17,3,4,143,54,26,3,15,18,12,26,0,3,0,0,0,4,2,0
3,26,9,4,0,13,11,1,8,14,498,62,20,23,12,138,112,56,4,30,104,27,52,1,2,12,1,0,1,2,1
158,5690,1219,220,0,109,253,23,171,182,49598,7488,528,1845,142,40907,3716,2062,184,1393,8645,1792,5827,107,316,0,29,0,18,139,6
62,8628,2043,77,0,638,373,27,149,968,147835,6416,476,2216,95,52652,2405,3025,69,2248,7996,10431,14667,146,533,0,308,0,317,413,6
4422,1412,325,14473,33434,945,1745,3735,81330,21228,29910,45374,31760,1957,35306,15548,3987,3031,13981,3947,4471,5715,8852,48,167,35,183,1,802,863,640
1444,7534,1702,12327,16,4140,17245,1660,3726,6375,77605,27289,35337,3274,18975,51003,29958,14484,10380,20270,18264,26322,38980,324,4642,116,268,5,830,1310,230
26,37,22,21,0,60,24,21,3,49,1679,207,203,79,128,419,573,123,21,94,405,62,126,2,1,0,1,0,3,23,4
145,4714,1170,124,0,120,209,19,340,196,50589,4209,608,1896,47,37243,3642,1700,84,1655,7077,1488,4942,67,160,0,65,0,25,131,6
2869,345,123,2037,21438,503,1054,1666,9969,5536,10120,17023,18459,907,12184,4507,1159,1569,1966,1921,2305,2280,3669,15,99,0,69,9,249,350,321
0,20,3,0,0,0,0,0,1,0,98,8,1,4,0,117,5,4,0,3,11,8,14,0,0,0,0,0,0,0,0
66,385,68,164,1,180,342,36,301,221,3337,422,517,155,170,1926,424,325,151,579,465,242,503,4,20,1,1,3,17,15,8
0,2,1,0,0,1,1,0,1,1,42,5,1,2,1,14,11,5,0,3,7,2,4,0,0,0,0,0,0,0,0
0,33,6,0,0,0,0,0,3,0,155,19,0,8,1,203,8,15,0,8,36,11,24,0,1,0,0,0,0,0,1
2,4,2,0,0,5,7,0,3,3,105,10,7,46,1,125,5,4,0,3,25,8,20,2,13,0,2,0,1,3,0
17,401,92,5,0,122,227,1,5,107,10153,327,44,463,2,3576,158,132,3,256,292,327,674,55,352,0,212,1,22,183,1
48,454,95,12,0,71,242,34,71,71,9308,610,1113,126,80,3379,477,672,11,361,761,384,595,36,11,0,3,250,32,89,155
1,3,1,2,0,4,3,1,0,1,66,10,12,3,3,31,16,8,2,5,17,5,9,0,0,0,1,0,0,0,0
28,2198,516,46,0,47,173,13,46,24,10658,1454,257,514,348,12688,2277,2359,38,580,1740,672,1804,46,58,4,15,10,8,47,3
0,10,3,0,0,0,1,0,3,0,88,8,1,7,0,131,5,6,0,9,21,8,14,0,1,0,0,0,0,0,1
197,43971,7690,752,0,376,500,23,667,414,221430,11663,792,4409,1117,186938,20751,15629,549,5228,29395,12183,27555,483,349,42,170,1,83,498,86
126,3443,1020,574,0,404,801,54,510,495,25568,3925,870,2031,320,25919,2936,3805,548,2354,5336,4493,7123,54,518,1,40,0,43,351,5
1,16,6,3,0,6,6,1,5,4,297,24,18,25,3,126,31,28,3,21,40,25,32,1,1,0,0,0,0,1,0
78,1654,503,16,0,231,517,23,44,426,63154,1316,1386,2554,26,22709,2912,1710,7,1501,4023,1766,3957,37,450,0,82,10,76,133,12
15,125,43,44,0,95,15,22,37,21,4416,349,234,82,31,917,506,134,2,1823,202,192,245,8,5,0,8,0,20,17,38
8,1031,190,5,0,122,136,2,118,53,15779,350,27,392,4,5601,335,263,1,189,433,388,945,51,285,0,107,0,15,113,1
43,2620,704,15,0,290,137,5,38,232,46304,1946,460,439,9,24536,1127,2986,9,2367,2609,1756,2997,73,32,2,38,15,38,154,7
0,28,6,0,0,0,0,0,3,0,141,16,1,7,1,191,8,12,0,8,33,10,22,0,1,0,0,0,0,0,1
3,41,14,4,0,12,34,5,12,11,876,66,51,86,9,511,429,122,4,167,123,91,142,3,5,0,1,0,2,14,4
1,29,8,5,0,9,34,2,8,4,296,36,24,11,4,204,87,47,4,23,40,22,40,1,7,14,0,0,0,3,0
67440,42257,21911,91452,78316,67185,43147,81535,144856,533984,1601208,546887,744301,187799,896411,529603,142991,145495,66588,166483,786436,205656,391704,5527,16521,641,12145,2694,5601,23727,60580
311,72,26,129,370,68,180,165,1136,774,2135,1228,1693,158,1519,925,307,284,121,493,379,435,727,3,14,0,16,0,37,51,39
77,2700,576,10,0,276,219,7,7,112,60197,2542,310,1905,15,27674,1052,967,5,1595,2103,2005,4125,56,242,1,86,2,150,103,6
4645,1141,232,7069,13369,471,2046,2800,57408,10918,16958,20962,17728,1302,23752,7671,2306,1800,6845,2128,3731,5936,9497,21,122,0,138,1,445,524,781
5667,843,210,3891,18993,511,596,1114,13939,9921,19373,13108,17346,967,17009,9715,2461,2171,3759,3088,3371,4927,7291,27,114,0,98,2,312,422,331
2,28,10,4,0,13,12,1,13,13,539,63,17,25,11,155,124,61,4,33,105,30,55,1,2,0,1,0,1,2,1
37,4968,1089,97,0,115,124,5,31,132,39538,2849,126,1394,330,23460,1963,1168,78,534,3631,976,3122,228,486,6,89,2,28,99,3
71,349,61,142,1,183,286,34,232,218,3269,411,515,134,191,1838,367,287,130,557,423,237,495,4,19,0,1,0,15,16,8
538,2508,655,223,0,815,622,923,175,566,66329,5586,12955,1554,949,13869,2415,4422,200,12701,5270,2954,4684,355,89,2329,73,932,422,920,333
43,801,146,124,0,143,768,59,515,223,4533,814,418,193,211,3236,935,886,116,538,699,426,794,12,26,8,2,0,11,24,2
170,16365,3174,120,0,854,584,12,173,600,165389,11924,695,6919,308,116526,7793,4160,99,4075,10768,8597,17679,179,4430,6,372,0,220,589,11
210,803,167,77,1,430,506,53,47,1385,29825,5303,2750,233,803,7267,1310,660,59,678,1837,2572,3401,21,242,42,138,13,93,486,50
7,83,18,13,1,26,49,11,116,9,1058,131,169,135,38,538,190,190,12,92,92,103,206,2,13,0,0,0,1,10,1
2369,1019,214,2062,7076,356,333,1151,14227,7861,15650,9206,10220,1209,7596,10110,2497,1783,1979,2077,2402,3691,5845,39,126,59,85,0,290,321,300
26,770,160,12,0,72,79,6,51,35,11253,996,199,474,13,6762,428,308,7,779,1542,192,750,26,35,3,6,0,8,36,2
78,5935,1417,125,0,233,338,17,146,84,48397,2940,640,2502,87,37485,3134,2502,97,1973,7608,1466,4307,782,418,4,34,4,49,122,10
5,1477,237,2,0,17,25,2,36,58,6810,3471,30,464,36,7001,179,758,1,168,750,253,592,16,13,0,2,0,3,13,1
13,69,42,19,0,60,36,16,10,42,2565,214,158,85,112,779,1659,281,18,89,403,85,177,3,2,0,1,0,2,26,2
1,0,0,1,0,2,1,1,0,1,28,7,5,3,1,8,6,3,1,4,4,2,3,0,0,0,0,0,0,0,0
112,5232,1348,108,0,638,467,21,160,1014,31649,8462,448,4742,61,42773,9209,5382,99,4318,7301,6795,10366,284,260,15,21,0,101,144,9
2396,579,165,2514,5523,420,1326,834,26035,8173,14583,9703,10620,1165,8657,7901,2118,1628,2443,2065,2153,3795,5512,43,108,0,85,8,307,328,276
402,231,58,320,99,58,176,635,34,652,3107,2268,2637,130,3323,1462,472,500,307,880,463,595,1003,3,14,7,14,0,37,58,35
14,1341,322,132,0,86,231,12,179,61,9660,1544,198,674,173,9539,828,901,102,640,2048,459,1498,13,106,1,8,0,17,70,1
28,919,188,11,0,67,70,7,54,31,11271,892,161,520,11,7163,511,355,7,649,1698,205,767,32,34,2,6,0,8,34,2
29,5897,1428,9,0,382,124,5,47,129,48018,5300,182,522,43,33165,1301,4243,3,1250,5787,1280,3745,194,43,7,22,1,19,99,38
2,13,3,3,0,4,4,0,9,1,187,25,12,2,3,86,41,16,3,7,8,10,18,0,3,2,0,0,1,2,0
0,1,1,0,0,1,1,0,0,1,38,5,2,2,1,12,9,4,0,3,8,2,4,0,0,0,0,0,0,0,0
3204,1203,430,1201,20685,665,829,3218,35530,7709,23917,18946,16778,2048,22142,12232,4581,4324,1130,6169,4045,3828,6662,64,166,0,135,1117,422,575,464
105,14,4,406,23,23,44,95,127,383,450,578,576,29,602,241,59,44,397,82,75,90,152,1,4,0,6,0,12,16,10
55,3009,762,16,0,331,142,3,64,154,48195,2298,410,423,9,26840,932,3120,8,2429,2694,1630,2961,177,38,12,31,0,31,135,14
30,1494,337,5,0,177,184,4,3,53,28890,1919,162,910,16,11671,754,695,4,654,1104,1873,3116,20,183,0,148,0,35,92,2
1,15,4,2,0,7,6,1,7,1,239,45,13,5,1,163,66,44,2,11,17,17,33,1,4,0,0,0,0,2,0
1652,9292,1874,807,187,6444,8366,772,34901,9140,81296,12311,4828,9344,5012,74255,11274,15441,705,26355,22028,13548,21760,530,750,9,37,32,326,694,217
1249,7217,1608,1400,416,6068,9921,779,25228,12470,75643,9786,7115,10704,5185,62976,11480,12544,1223,31027,22291,11448,18960,487,915,212,37,27,332,744,320
13,519,103,1,0,22,51,4,68,88,5313,1726,43,474,16,4257,416,275,0,226,646,177,391,5,8,0,2,0,4,11,1
652,10516,2875,334,0,7870,7849,112,5504,5999,441327,8403,2245,17339,106,110398,3354,1470,142,10619,26021,15224,23866,1566,12446,9,4726,0,3847,4486,111
330,87,27,209,758,53,14,329,1093,708,1690,1296,1623,90,1030,693,209,209,201,215,302,285,523,2,10,0,10,11,31,42,22
2,41,12,6,0,9,32,2,7,4,446,54,16,13,4,304,130,71,5,26,59,33,58,1,9,0,0,0,0,3,0
41,762,161,5,0,316,456,10,186,490,26725,1101,234,777,26,5557,376,155,3,641,1859,3641,4540,36,367,0,271,0,296,165,4
1409,373,151,1497,1900,1325,2036,1185,13065,1625,16802,7042,4790,612,7299,6153,2721,1222,1458,947,2427,1448,3148,16,217,190,138,0,183,521,107
306,4134,1165,52,0,1683,1036,158,384,2424,152152,8635,1574,2792,262,39114,2141,2155,39,4749,11399,11026,15011,197,1820,2,373,166,916,771,75
3109,534,157,2715,4332,433,1265,869,30107,8795,13555,10542,10877,1108,9289,7508,2063,1576,2641,2052,2124,3646,5332,39,103,0,86,10,312,331,285
12071,433,121,4631,18504,858,1134,2636,3807,5880,10201,25732,18107,571,37146,3761,1156,1401,4526,2015,2295,2388,4329,7,62,7,99,0,409,559,362
1063,128,41,1818,99,182,513,926,3383,4946,4588,5004,3680,431,5320,2546,718,471,1764,939,916,1179,1854,9,43,0,56,2,137,152,106
2380,27337,7642,635,0,18248,56916,533,9450,26302,1310613,45184,7586,73089,1013,312338,10370,11282,325,42555,55751,42203,80375,9596,54541,340,26782,2644,13164,14860,153
99,163,42,19,0,71,39,33,1,43,3931,491,1838,58,66,1132,443,391,18,316,344,207,320,2,3,0,2,463,6,46,15
4507,439,126,7648,3953,845,2288,2875,3492,18973,16811,20353,18931,1197,16127,7297,2401,1720,7501,3365,3680,3445,5474,20,129,9,228,2586,575,585,956
175,1119,544,41,0,1597,974,228,585,2445,107394,10787,5257,3793,161,22338,8154,3971,9,4929,3837,13042,15019,188,156,0,178,0,368,684,130
29,1582,317,10,0,93,118,23,51,230,31229,751,508,312,21,8436,1493,718,4,763,1319,1591,2184,18,48,2,32,60,25,135,15
137,704,218,199,2,220,3281,349,77,489,9275,989,2229,204,1449,4735,652,1822,183,1070,2347,1980,4080,62,267,67,4,0,50,40,23
3,20,8,4,0,13,11,2,5,14,441,57,22,23,11,124,103,52,4,29,101,25,48,1,2,1,1,0,1,2,1
1014,737,150,1189,3404,218,459,841,3165,3996,11322,5672,5747,734,3846,6837,1825,1213,1142,2372,2444,2524,4190,18,119,76,51,38,183,219,181
8,9,3,4,0,5,6,3,0,7,121,31,25,4,5,86,46,15,4,9,37,18,34,0,1,0,0,0,1,3,8
16,1494,278,5,0,172,149,2,64,158,21346,539,31,883,15,7947,241,264,2,264,785,847,1920,149,314,0,211,0,85,60,1
238,1481,351,1175,410,644,2728,250,564,1258,12815,4755,4542,1001,1045,9989,2664,3696,1078,3300,1911,2294,4318,37,468,95,9,0,74,184,15
6260,1226,325,14865,18000,993,2315,3520,4496,5638,19519,15184,32006,947,13882,9336,2755,2698,14535,2757,4574,3267,6246,19,100,0,134,1170,565,759,411
1,19,6,2,0,6,5,1,6,4,292,23,20,25,3,133,32,29,2,20,39,26,33,1,1,0,0,0,0,1,0
138,81,24,168,56,92,290,81,15885,1150,2751,1383,962,401,996,1341,642,279,163,517,673,386,742,6,23,3,22,0,38,96,13
0,24,11,3,0,5,29,0,9,1,436,22,7,9,1,299,71,47,3,15,27,32,53,2,13,0,1,0,0,2,0
48,766,142,16,0,106,115,40,65,58,8624,676,625,313,68,3822,599,950,13,2007,807,540,828,149,18,0,4,0,62,130,33
4534,1308,262,6248,14839,454,2278,3031,108473,12354,19042,20108,18648,1544,27241,8786,2690,2066,6033,2378,4057,6658,10545,27,143,86,151,344,473,518,852
94,3792,749,60,0,265,723,62,369,42,34308,5820,265,1656,277,24014,1719,2300,49,1030,3946,1721,3762,23,500,2,15,0,12,91,4
10,262,40,1,0,19,25,5,2,27,2738,446,208,93,6,1039,240,227,0,462,153,134,221,14,6,0,2,1,15,28,1
10,224,40,1,0,22,39,5,3,36,3101,388,211,99,6,1077,290,297,0,549,166,159,248,13,6,0,2,1,18,35,1
64,465,116,12,0,102,274,68,23,24,7549,803,1479,176,59,3694,1386,1188,10,923,562,420,719,10,11,0,3,5,48,147,8
12037,5543,1075,10484,7848,1830,6913,7714,31571,32514,70165,48579,85015,5213,55289,35633,11554,9026,10088,8718,12973,20952,32492,182,585,228,704,601,2628,2084,1692
4641,1534,344,14067,35133,912,1857,3632,100572,21905,31164,45189,32945,2033,33790,16128,4213,3178,13575,4030,4577,5868,9152,52,175,0,186,0,798,827,651
547,40701,6148,914,0,4912,1046,128,172,5445,288187,74502,1665,25292,1286,286045,9234,24632,584,15140,34472,25203,43276,325,752,5521,905,15,406,1757,295
91,3109,686,19,0,207,230,8,107,194,63277,1011,379,2804,30,36101,2293,946,8,1537,4378,5898,8790,50,669,7,249,0,73,205,4
203,1845,600,130,0,1123,2222,69,291,1635,75549,3865,2828,5314,104,20998,1467,1427,84,3873,6937,7357,9935,574,2126,6,1164,33,604,545,45
24,1426,408,3,0,96,71,6,4,114,25067,912,120,869,16,12975,1080,803,1,619,1642,1509,2559,100,282,0,31,3,24,66,1
2235,6415,1307,2182,142,1515,18792,1231,153281,20137,83569,29168,17607,7658,13678,54568,28011,12366,2117,18649,17965,5754,13248,117,578,0,417,58,511,2131,124
38,2900,663,4,0,86,70,3,56,73,37253,1193,175,1589,7,20222,1509,939,1,939,2531,2040,3448,154,297,53,20,0,18,55,5
